surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
1.0,0.0,528742.0,38.1,48.0,12.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,7.5,1.0,1.0,48.0,8.6,2.0,2.0,1.0,2208.0,0.0,0.0,1.0,2.0
1.0,0.0,530276.0,38.0,48.0,16.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,6.5,1.0,2.0,42.0,7.0,0.0,2.6,1.0,400.0,0.0,0.0,0.0,2.0
1.0,0.0,5290409.0,38.3,164.0,84.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,5.0,1.0,0.6666666666666666,64.0,8.0,0.0,6.0,1.0,3205.0,0.0,0.0,1.0,0.0
1.0,1.0,530002.0,39.2,150.0,51.0,2.0,3.0,1.0,1.0,1.3333333333333333,3.0,0.0,2.0,1.0,2.0,0.0,3.0,47.0,8.1,1.0,2.2,0.0,1400.0,0.0,0.0,1.0,0.0
0.0,0.0,527927.0,37.2,42.0,16.0,1.3333333333333333,2.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,6.5,3.0,3.0,45.0,7.5,1.0,7.0,0.0,2300.0,0.0,0.0,1.0,2.0
1.0,0.0,534886.0,38.1,92.0,36.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,4.5,1.0,0.0,38.0,75.0,1.0,1.0,0.0,2322.0,0.0,0.0,0.0,2.0
1.0,0.0,5290409.0,39.2,114.0,48.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,4.5,0.0,1.0,57.0,5.7,1.0,6.6,0.0,2205.0,0.0,0.0,1.0,0.0
1.0,0.0,527365.0,37.1,104.0,35.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,73.0,11.0,2.0,3.9,1.0,2205.0,0.0,0.0,1.0,0.0
1.0,1.0,528641.0,39.1,164.0,84.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,5.0,1.0,1.0,40.0,7.2,2.0,5.3,1.0,7209.0,0.0,0.0,1.0,0.0
0.0,0.0,528461.0,38.7,60.0,18.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,5.5,3.0,2.0,49.0,7.2,0.0,1.3,0.0,0.0,0.0,0.0,0.0,2.0
1.0,0.0,528469.0,38.3,104.0,40.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,6.5,3.0,1.0,64.0,9.1,1.0,2.6,1.0,2205.0,0.0,0.0,1.0,0.0
1.0,0.0,527702.0,37.4,52.0,12.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,6.5,0.0,1.0,43.0,7.4,2.0,2.6,0.0,2209.0,0.0,0.0,0.0,1.0
1.0,0.0,529607.0,38.3,84.0,36.0,1.0,2.0,5.0,1.0,4.0,3.0,3.0,0.0,2.0,7.0,3.0,0.0,45.0,6.5,1.0,1.6,1.0,7111.0,0.0,0.0,1.0,0.0
1.0,0.0,533942.0,37.4,84.0,36.0,2.0,3.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,46.0,46.0,2.0,2.0,1.0,7209.0,0.0,0.0,0.0,0.0
1.0,0.0,529272.0,38.3,132.0,28.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,6.2,0.0,1.0,57.0,8.0,1.6666666666666667,5.2,1.0,2112.0,0.0,0.0,0.0,2.0
1.0,0.0,530233.0,37.8,96.0,48.0,1.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,4.5,0.0,1.0,53.0,6.5,2.0,2.0,1.0,3205.0,0.0,0.0,0.0,0.0
1.0,0.0,5290409.0,39.1,164.0,84.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.6666666666666667,48.0,7.2,2.0,5.3,1.0,2208.0,0.0,0.0,0.0,0.0
1.0,0.0,528682.0,38.3,66.0,16.0,1.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,48.0,7.0,2.0,6.0,1.0,3133.0,0.0,0.0,1.0,2.0
1.0,0.0,527365.0,38.1,68.0,12.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,4.4,0.0,1.0,50.0,7.6,1.0,2.9,1.0,3205.0,0.0,0.0,1.0,0.0
1.0,0.0,529796.0,37.9,88.0,28.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,6.5,3.0,0.0,60.0,6.1,2.0,3.4,1.0,4205.0,0.0,0.0,0.0,0.0
1.0,0.0,535407.0,38.0,96.0,16.0,1.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,60.0,69.0,1.0,3.0,1.0,2207.0,0.0,0.0,0.0,1.0
1.0,0.0,529796.0,38.0,54.0,12.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.2,1.0,1.3333333333333333,39.0,7.5,0.0,5.0,1.0,4205.0,0.0,0.0,0.0,2.0
1.0,0.0,527563.0,37.8,52.0,24.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,48.0,7.5,0.0,2.0,1.0,5400.0,0.0,0.0,0.0,2.0
1.0,0.0,535208.0,38.3,100.0,20.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,5.5,0.0,1.0,65.0,75.0,2.0,5.0,1.0,2205.0,0.0,0.0,1.0,2.0
1.0,0.0,528183.0,38.3,45.0,12.0,1.0,2.0,5.0,1.0,3.0,4.0,3.0,2.0,1.0,5.4,3.0,1.0,39.0,7.0,1.0,1.5,1.0,2112.0,0.0,0.0,1.0,2.0
1.0,0.0,527463.0,38.4,96.0,18.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,5.0,0.0,1.0,49.0,8.9,2.0,6.0,1.0,2208.0,0.0,0.0,1.0,2.0
1.0,0.0,529766.0,36.5,136.0,48.0,2.0,2.0,5.0,1.0,3.0,3.0,0.0,2.0,2.0,4.5,1.0,0.0,48.0,6.1,2.0,4.3,1.0,2207.0,0.0,0.0,1.0,0.0
0.0,0.0,529796.0,38.1,76.0,24.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,6.5,0.0,3.0,73.0,8.1,0.0,3.6,1.0,7111.0,0.0,0.0,1.0,2.0
0.0,0.0,528743.0,38.0,86.0,28.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,3.0,1.6666666666666667,48.0,7.6,1.0,2.6,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,535407.0,37.8,44.0,20.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,52.0,65.0,2.0,2.3,0.0,4300.0,0.0,0.0,1.0,1.0
1.0,0.0,533696.0,38.7,60.0,32.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,53.0,64.0,2.0,2.0,1.0,3111.0,0.0,0.0,0.0,1.0
1.0,0.0,5287179.0,37.6,84.0,36.0,1.0,3.0,4.0,1.0,4.0,0.0,0.0,2.0,2.0,4.4,1.0,1.0,44.0,4.9,1.0,2.9,1.0,2208.0,0.0,0.0,0.0,0.0
0.0,0.0,529461.0,40.3,114.0,36.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,57.0,8.2,2.0,4.5,1.0,3205.0,0.0,0.0,1.0,0.0
1.0,1.0,529498.0,38.4,42.0,24.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,0.0,6.5,0.0,1.0,39.0,5.9,1.0,3.9,1.0,2206.0,0.0,0.0,1.0,0.0
1.0,0.0,528247.0,39.1,44.0,30.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,2.0,1.0,5.0,3.0,3.0,47.0,8.6,2.0,4.5,1.0,3111.0,0.0,0.0,1.0,2.0
1.0,0.0,535043.0,39.3,100.0,51.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,66.0,13.0,2.0,2.0,1.0,2113.0,0.0,0.0,0.0,1.0
1.0,0.0,527563.0,37.8,86.0,24.0,2.0,3.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,5.7,2.0,0.0,68.0,7.8,2.0,3.7,1.0,5400.0,0.0,0.0,0.0,0.0
1.0,0.0,529340.0,37.7,72.0,36.0,2.0,2.0,5.0,1.0,2.0,3.0,0.0,2.0,1.0,7.0,1.0,1.0,44.0,7.6,2.0,2.6,1.0,4205.0,0.0,0.0,0.0,0.0
0.0,0.0,530034.0,38.0,60.0,40.0,1.0,2.0,5.0,1.0,2.0,3.0,0.0,2.0,0.0,7.5,0.0,1.0,46.0,7.5,2.0,3.6,0.0,4205.0,0.0,0.0,1.0,2.0
1.0,0.0,530612.0,38.1,44.0,40.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,42.0,6.6,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,529172.0,37.7,40.0,36.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,6.2,3.0,3.0,39.0,7.5,1.0,2.6,1.0,31110.0,0.0,0.0,1.0,2.0
1.0,0.0,534925.0,38.3,112.0,16.0,1.0,3.0,1.0,1.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.0,1.0,2.0,0.0,1.0,51.0,57.0,1.0,2.0,0.0,2208.0,0.0,0.0,1.0,1.0
1.0,0.0,530402.0,37.2,44.0,20.0,1.0,2.0,4.0,1.0,3.0,3.0,0.0,2.0,2.0,4.0,0.0,1.0,41.0,6.1,2.0,4.3,1.0,2208.0,0.0,0.0,1.0,0.0
1.0,0.0,534787.0,38.0,36.0,16.0,1.0,2.0,3.0,1.0,4.0,4.0,2.3333333333333335,1.0,1.0,2.0,1.3333333333333333,2.6666666666666665,37.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,535292.0,38.5,129.0,48.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.3333333333333333,57.0,66.0,2.0,2.0,1.0,2206.0,0.0,0.0,0.0,2.0
1.0,0.0,529493.0,37.8,40.0,48.0,1.0,2.0,5.0,1.0,3.0,3.0,0.0,2.0,0.0,5.3,0.0,1.0,41.0,6.8,2.0,2.3,1.0,2208.0,0.0,0.0,1.0,2.0
1.0,0.0,530354.0,37.3,42.0,12.0,1.0,2.0,4.0,1.0,3.0,3.0,0.0,2.0,2.0,4.0,0.0,1.0,54.0,6.6,2.0,3.9,1.0,2208.0,0.0,0.0,1.0,0.0
0.0,0.0,530001.0,38.0,84.0,28.0,1.0,3.0,5.0,1.0,3.0,3.0,0.0,2.0,0.0,7.0,0.0,1.0,44.0,6.2,2.0,3.4,1.0,2209.0,0.0,0.0,0.0,1.0
0.0,0.0,529272.0,38.1,112.0,84.0,1.0,3.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,5.0,3.0,1.0,48.0,8.0,2.0,2.6,0.0,3133.0,0.0,0.0,0.0,0.0
0.0,0.0,528996.0,39.3,54.0,20.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0,49.0,7.2,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0
1.0,0.0,529045.0,38.5,72.0,18.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,5.5,0.0,1.0,52.0,6.6,2.0,5.0,1.0,2112.0,0.0,0.0,1.0,0.0
1.0,0.0,528355.0,39.4,56.0,68.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,6.5,3.0,1.0,54.0,7.0,0.0,2.7,1.0,2205.0,0.0,0.0,0.0,0.0
1.0,0.0,534197.0,39.3,92.0,35.0,1.0,3.0,5.0,1.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,55.0,75.0,2.0,2.0,1.0,2205.0,0.0,0.0,0.0,0.0
1.0,0.0,528548.0,38.2,66.0,12.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,44.0,6.0,1.0,3.6,1.0,2124.0,0.0,0.0,1.0,2.0
1.0,0.0,529498.0,38.2,96.0,48.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,5.3,0.0,1.0,55.0,8.1,0.0,2.2,1.0,4205.0,0.0,0.0,0.0,0.0
1.0,0.0,530239.0,37.7,60.0,28.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,2.0,1.0,5.7,0.3333333333333333,1.0,44.0,7.4,1.0,1.0,1.0,3025.0,0.0,0.0,0.0,0.0
0.0,0.0,529796.0,38.2,92.0,40.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,7.2,0.0,3.0,47.0,8.6,0.0,6.6,0.0,8300.0,0.0,0.0,1.0,2.0
1.0,0.0,529777.0,38.9,40.0,24.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,5.3,1.0,1.0,36.0,6.0,0.0,5.4,1.0,2206.0,0.0,0.0,1.0,2.0
0.0,0.0,530242.0,37.2,60.0,12.0,1.0,0.0,4.0,1.0,3.0,0.0,3.0,2.0,1.0,5.0,1.0,2.0,52.0,7.5,1.0,4.1,1.0,2207.0,0.0,0.0,1.0,1.0
1.0,0.0,530478.0,38.3,44.0,21.0,1.0,2.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,7.0,3.0,0.0,44.0,6.5,1.0,4.4,1.0,2209.0,0.0,0.0,1.0,2.0
0.0,0.0,530002.0,39.3,66.0,18.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0,7.2,1.3333333333333333,1.0,1.0,3205.0,0.0,0.0,0.0,0.0
1.0,0.0,529893.0,39.5,66.0,24.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,5.5,0.0,1.3333333333333333,48.0,6.8,1.0,2.6,1.0,8400.0,0.0,0.0,0.0,2.0
1.0,0.0,534069.0,38.4,84.0,51.0,1.0,3.0,5.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,43.0,51.0,0.0,1.6,1.0,3205.0,0.0,0.0,0.0,1.0
1.0,0.0,533928.0,37.2,60.0,12.0,2.0,3.0,5.0,1.0,3.3333333333333335,0.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.0,52.0,75.0,2.0,2.0,1.0,2209.0,0.0,0.0,0.0,1.0
1.0,0.0,5287179.0,38.5,72.0,40.0,1.0,3.0,4.0,1.0,3.0,3.0,0.0,2.0,2.0,7.0,1.0,1.0,73.0,8.5,2.0,4.4,1.0,2206.0,0.0,0.0,1.0,2.0
1.0,0.0,530002.0,37.8,112.0,20.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,4.5,0.0,0.0,54.0,7.3,1.0,3.9,1.0,4300.0,0.0,0.0,1.0,0.0
0.0,1.0,529667.0,37.2,84.0,24.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,7.0,3.0,3.0,44.0,7.6,0.0,3.0,1.0,7111.0,0.0,0.0,1.0,0.0
0.0,0.0,528996.0,38.8,52.0,20.0,3.0,1.0,3.0,1.0,0.0,4.0,3.0,1.0,1.3333333333333333,7.0,3.0,1.3333333333333333,33.0,6.5,1.0,5.3,0.0,0.0,0.0,0.0,1.0,2.0
1.0,0.0,528570.0,38.3,54.0,50.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.5,1.0,1.0,37.5,6.5,1.0,3.6,1.0,2209.0,0.0,0.0,1.0,2.0
1.0,0.0,528800.0,39.3,66.0,48.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,4.5,0.0,1.0,54.0,7.5,1.0,2.9,1.0,2205.0,0.0,0.0,0.0,2.0
1.0,0.0,528570.0,37.5,54.0,40.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,3.5,0.0,1.0,45.0,6.5,2.0,3.5,1.0,2209.0,0.0,0.0,0.0,0.0
0.0,0.0,528668.0,38.2,60.0,28.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,7.0,1.0,2.0,42.0,6.6,1.0,2.0,0.0,3133.0,0.0,0.0,1.0,2.0
1.0,0.0,529796.0,38.4,54.0,12.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,5.3,1.0,1.0,45.0,7.7,0.0,1.0,1.0,2209.0,0.0,0.0,0.0,2.0
1.0,0.0,530693.0,38.9,88.0,24.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,57.0,7.4,1.0,1.0,0.0,3025.0,0.0,0.0,1.0,0.0
1.0,0.0,528548.0,38.1,66.0,12.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,0.0,44.0,6.0,1.0,3.6,1.0,2124.0,0.0,0.0,1.0,2.0
0.0,0.0,528179.0,38.2,42.0,14.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,7.0,0.0,1.0,33.0,6.6,1.0,4.1,1.0,2206.0,0.0,0.0,1.0,2.0
1.0,0.0,529272.0,37.6,68.0,9.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,6.5,0.0,1.0,38.0,6.0,2.0,4.5,1.0,2209.0,0.0,0.0,0.0,2.0
0.0,0.0,529849.0,36.8,52.0,16.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,4.0,1.3333333333333333,3.0,36.0,6.6,0.0,6.0,0.0,3111.0,0.0,0.0,1.0,2.0
1.0,0.0,529304.0,39.5,104.0,24.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.5,0.0,0.0,53.0,7.2,2.0,4.7,1.0,3205.0,0.0,0.0,1.0,0.0
1.0,0.0,533871.0,38.2,48.0,16.0,1.0,3.0,4.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,72.0,64.0,2.0,2.0,1.0,2208.0,0.0,0.0,0.0,1.0
1.0,0.0,530360.0,37.2,84.0,24.0,1.0,2.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,7.0,0.0,0.0,45.0,7.5,2.0,3.2,1.0,3205.0,0.0,0.0,1.0,0.0
0.0,0.0,528151.0,39.4,114.0,36.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,7.0,0.0,1.0,73.0,8.1,2.0,4.5,0.0,1111.0,0.0,0.0,1.0,2.0
1.0,0.0,533836.0,37.8,96.0,30.0,0.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,68.0,64.0,2.0,2.0,1.0,2209.0,0.0,0.0,1.0,2.0
1.0,0.0,530360.0,38.3,96.0,48.0,1.0,3.0,4.0,2.0,2.0,0.0,3.0,2.0,1.0,6.5,0.0,1.0,52.0,6.5,2.0,4.5,1.0,2205.0,0.0,0.0,0.0,0.0
1.0,0.0,529498.0,38.0,88.0,48.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,57.0,4.0,1.0,2.0,1.0,7209.0,0.0,0.0,1.0,1.0
1.0,0.0,529849.0,37.8,60.0,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,3.0,3.0,1.3333333333333333,40.0,6.0,0.0,3.0,1.0,5206.0,0.0,0.0,1.0,2.0
0.0,1.0,529172.0,38.7,52.0,20.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,5.5,0.0,1.0,47.0,7.2,1.0,2.8,1.0,11300.0,0.0,0.0,1.0,0.0
1.0,0.0,530402.0,37.3,60.0,20.0,1.0,3.0,4.0,2.0,2.0,3.0,0.0,2.0,2.0,5.0,0.0,1.0,52.0,7.5,2.0,4.5,1.0,2205.0,0.0,0.0,1.0,0.0
1.0,0.0,530254.0,38.6,40.0,32.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.5,0.0,1.0,41.0,6.6,2.0,4.5,1.0,400.0,0.0,0.0,1.0,0.0
1.0,0.0,528548.0,38.0,66.0,12.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,0.0,44.0,6.0,1.0,3.6,1.0,2124.0,0.0,0.0,0.0,2.0
1.0,0.0,534069.0,38.0,88.0,51.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,66.0,13.0,2.0,2.0,1.0,3205.0,0.0,0.0,1.0,1.0
1.0,0.0,528890.0,38.5,80.0,44.0,1.0,3.0,5.0,2.0,1.0,3.0,0.0,2.0,0.0,7.0,1.0,3.0,54.0,6.5,2.0,7.4,1.0,7111.0,0.0,0.0,0.0,0.0
0.0,0.0,534644.0,38.4,48.0,20.0,1.0,2.3333333333333335,5.0,1.0,1.3333333333333333,2.0,3.0,0.0,1.0,1.0,1.6666666666666667,2.6666666666666665,41.0,65.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,2.0
1.0,0.0,530255.0,38.0,66.0,24.0,2.0,3.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,47.0,7.5,2.0,2.0,1.0,8400.0,0.0,0.0,0.0,2.0
0.0,0.0,528996.0,38.6,52.0,20.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,36.0,6.6,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0.0,528742.0,38.6,48.0,28.0,2.0,2.0,3.0,1.0,0.0,4.0,3.0,2.0,1.0,5.0,3.0,2.0,49.0,7.5,1.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0
1.0,0.0,5290482.0,39.3,164.0,30.0,1.0,3.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,4.0,0.0,1.0,75.0,7.0,2.0,4.1,1.0,2209.0,0.0,0.0,1.0,0.0
0.0,0.0,5297159.0,38.3,96.0,28.0,0.0,3.0,4.0,2.0,2.0,0.0,2.0,0.6666666666666666,1.0,5.0,1.3333333333333333,0.0,66.0,7.0,2.0,3.9,1.0,4205.0,0.0,0.0,0.0,0.0
1.0,0.0,530612.0,38.1,66.0,12.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,44.0,6.0,1.0,3.6,1.0,2208.0,0.0,0.0,1.0,2.0
0.0,0.0,530561.0,38.4,48.0,16.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,7.5,3.0,3.0,47.0,7.0,1.0,4.4,0.0,0.0,0.0,0.0,1.0,2.0
1.0,0.0,528996.0,36.0,96.0,30.0,0.0,3.0,4.0,2.0,4.0,0.0,0.0,2.0,1.0,6.5,1.0,0.0,52.0,7.5,2.0,2.6,1.0,2206.0,0.0,0.0,0.0,0.0
0.0,0.0,530612.0,38.2,60.0,8.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,6.5,2.0,0.3333333333333333,39.0,6.5,0.0,1.6,0.0,2112.0,0.0,0.0,1.0,2.0
1.0,0.0,527916.0,38.1,136.0,48.0,1.0,3.0,5.0,1.0,2.0,0.0,3.0,2.0,2.0,4.5,1.0,1.0,45.0,7.0,2.0,2.0,1.0,2209.0,0.0,0.0,1.0,2.0
1.0,0.0,528247.0,37.5,40.0,36.0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,44.0,5.9,0.0,2.0,1.0,2112.0,0.0,0.0,1.0,2.0
1.0,0.0,529663.0,40.3,114.0,36.0,0.0,3.0,4.0,2.0,3.0,3.0,0.0,2.0,2.0,4.0,1.0,1.0,50.0,7.0,2.0,4.1,1.0,2208.0,0.0,0.0,1.0,2.0
1.0,0.0,535031.0,39.3,100.0,51.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,66.0,13.0,2.0,2.0,1.0,2208.0,0.0,0.0,0.0,2.0
1.0,0.0,534403.0,37.9,80.0,12.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.6666666666666667,1.0,2.0,0.0,0.0,57.0,56.0,2.0,1.0,1.0,2205.0,0.0,0.0,0.0,1.0
1.0,0.0,533871.0,37.8,72.0,42.0,1.0,3.0,4.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,75.0,81.0,1.0,2.0,1.0,1400.0,0.0,0.0,0.0,1.0
1.0,0.0,528305.0,38.3,96.0,36.0,1.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,5.5,0.0,0.0,41.0,7.4,1.0,2.6,1.0,3205.0,0.0,0.0,0.0,2.0
1.0,0.0,534145.0,38.3,88.0,20.0,1.6666666666666667,3.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,46.0,81.0,0.0,2.0,0.0,4124.0,0.0,0.0,0.0,2.0
0.0,0.0,530478.0,38.1,54.0,36.0,1.0,2.0,0.0,1.0,4.0,3.0,0.0,2.0,1.0,5.4,3.0,0.0,44.0,7.2,1.0,4.4,1.0,2124.0,0.0,0.0,1.0,2.0
1.0,0.0,529642.0,37.3,48.0,18.0,2.0,2.0,5.0,1.0,1.0,3.0,0.0,2.0,1.0,5.3,0.0,1.0,49.0,7.8,2.0,2.1,1.0,2209.0,0.0,0.0,1.0,2.0
1.0,0.0,5299629.0,38.3,52.0,40.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,3.0,50.0,7.0,0.0,5.0,1.0,3111.0,0.0,0.0,0.0,2.0
1.0,0.0,528804.0,37.8,96.0,48.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,1.3333333333333333,0.0,36.0,7.7,2.0,1.0,1.0,3205.0,0.0,0.0,0.0,0.0
0.0,0.0,528872.0,37.6,48.0,18.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,5.4,0.0,1.0,48.0,6.0,2.0,4.3,0.0,2209.0,0.0,0.0,1.0,2.0
0.0,0.0,528702.0,37.4,114.0,36.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,7.0,1.6666666666666667,1.0,54.0,8.0,2.0,4.8,1.0,2205.0,0.0,0.0,0.0,1.0
1.0,0.0,528641.0,38.2,66.0,14.0,2.0,2.0,5.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,3.0,0.0,33.0,6.0,0.0,3.6,1.0,2209.0,0.0,0.0,1.0,2.0
1.0,0.0,535166.0,39.3,112.0,40.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,65.0,86.0,2.0,2.0,1.0,2205.0,0.0,0.0,1.0,2.0
1.0,0.0,529498.0,38.5,64.0,32.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,0.0,6.5,0.0,1.0,50.0,7.7,0.0,3.6,1.0,2205.0,0.0,0.0,0.0,0.0
